,CityName,DataSource,Data_Value,Data_Value_Type,Data_Value_Unit,GeographicLevel,Measure,MeasureId,PopulationCount,StateAbbr,TractFIPS,Year
192811,New York,BRFSS,9.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4016,NY,36081021600,2017
192812,New York,BRFSS,9.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4079,NY,36081091601,2017
192814,New York,BRFSS,9.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5272,NY,36081071100,2017
192825,New York,BRFSS,9.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1314,NY,36047056800,2017
192826,New York,BRFSS,12.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1837,NY,36081050800,2017
192857,New York,BRFSS,7.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6573,NY,36047070201,2017
192862,New York,BRFSS,11.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5504,NY,36061017200,2017
192882,New York,BRFSS,6.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2991,NY,36047016300,2017
192884,New York,BRFSS,8.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1874,NY,36047020200,2017
192890,New York,BRFSS,15.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,8143,NY,36005039300,2017
192891,New York,BRFSS,7.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1607,NY,36047065400,2017
192893,New York,BRFSS,19.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4797,NY,36005004400,2017
192914,New York,BRFSS,9.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,7001,NY,36085017700,2017
192924,New York,BRFSS,14.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4458,NY,36047030300,2017
192928,New York,BRFSS,13.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3822,NY,36047041300,2017
192943,New York,BRFSS,12.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4683,NY,36085023100,2017
192953,New York,BRFSS,7.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4056,NY,36081076901,2017
192959,New York,BRFSS,6.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1136,NY,36061004500,2017
192967,New York,BRFSS,13.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3984,NY,36081004700,2017
192972,New York,BRFSS,11.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3002,NY,36047118201,2017
192985,New York,BRFSS,6.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,8197,NY,36061019500,2017
192986,New York,BRFSS,16.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3713,NY,36005006100,2017
192993,New York,BRFSS,9.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4502,NY,36005028900,2017
192999,New York,BRFSS,9.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3855,NY,36005018400,2017
193000,New York,BRFSS,15.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3758,NY,36005023704,2017
193036,New York,BRFSS,8.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5295,NY,36081061301,2017
193049,New York,BRFSS,11.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5879,NY,36081136700,2017
193051,New York,BRFSS,14.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2791,NY,36047081600,2017
193066,New York,BRFSS,11.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3086,NY,36005042200,2017
193068,New York,BRFSS,13.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2647,NY,36047034500,2017
193094,New York,BRFSS,10.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5061,NY,36047023300,2017
193109,New York,BRFSS,14.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4167,NY,36005033202,2017
193110,New York,BRFSS,16.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3544,NY,36081097204,2017
193122,New York,BRFSS,8.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1773,NY,36047066000,2017
193123,New York,BRFSS,9.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4574,NY,36081056700,2017
193124,New York,BRFSS,9.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4346,NY,36047054600,2017
193137,New York,BRFSS,7.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1412,NY,36061011401,2017
193158,New York,BRFSS,12.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,10292,NY,36061027900,2017
193170,New York,BRFSS,12.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3538,NY,36047028900,2017
193180,New York,BRFSS,12.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2092,NY,36047078000,2017
193187,New York,BRFSS,5.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,10064,NY,36061019900,2017
193200,New York,BRFSS,5.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3512,NY,36061011100,2017
193201,New York,BRFSS,12.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4240,NY,36081035100,2017
193205,New York,BRFSS,11.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2124,NY,36047100800,2017
193214,Philadelphia,BRFSS,17.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3840,PA,42101026301,2017
193223,New York,BRFSS,11.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1101,NY,36061024900,2017
193224,New York,BRFSS,12.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5369,NY,36081094203,2017
193225,New York,BRFSS,7.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3005,NY,36061001401,2017
193234,New York,BRFSS,6.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4597,NY,36047055100,2017
193248,New York,BRFSS,12.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1868,NY,36047026300,2017
193254,New York,BRFSS,7.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1656,NY,36005045101,2017
193261,New York,BRFSS,12.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5732,NY,36047051601,2017
193262,New York,BRFSS,10.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3566,NY,36047040800,2017
193265,New York,BRFSS,8.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3245,NY,36047058800,2017
193271,New York,BRFSS,6.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3054,NY,36081014700,2017
193276,New York,BRFSS,11.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3458,NY,36047028800,2017
193279,New York,BRFSS,10.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2344,NY,36047007000,2017
193285,New York,BRFSS,10.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3925,NY,36085009700,2017
193286,New York,BRFSS,10.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4792,NY,36047013000,2017
193297,New York,BRFSS,9.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2124,NY,36047018600,2017
193316,New York,BRFSS,11.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4464,NY,36081041300,2017
193320,New York,BRFSS,11.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2706,NY,36005036000,2017
193322,New York,BRFSS,12.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,7040,NY,36005026702,2017
193325,New York,BRFSS,5.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6928,NY,36061012700,2017
193326,New York,BRFSS,9.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2030,NY,36081012800,2017
193330,New York,BRFSS,11.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3030,NY,36081049600,2017
193345,New York,BRFSS,15.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2403,NY,36047114400,2017
193350,New York,BRFSS,14.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1742,NY,36047087600,2017
193351,New York,BRFSS,7.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4799,NY,36061008603,2017
193365,New York,BRFSS,11.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4244,NY,36081010500,2017
193366,New York,BRFSS,10.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3433,NY,36047043400,2017
193367,New York,BRFSS,6.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4227,NY,36061002602,2017
193368,New York,BRFSS,17.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4589,NY,36081116100,2017
193373,New York,BRFSS,12.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3783,NY,36081037500,2017
193376,New York,BRFSS,11.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1717,NY,36047096200,2017
193392,New York,BRFSS,8.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1206,NY,36005015800,2017
193393,New York,BRFSS,15.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,7055,NY,36081079701,2017
193401,New York,BRFSS,10.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4630,NY,36081068700,2017
193409,New York,BRFSS,9.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3722,NY,36081054500,2017
193422,New York,BRFSS,11.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5176,NY,36081028900,2017
193424,New York,BRFSS,10.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4348,NY,36047053500,2017
193427,New York,BRFSS,12.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3538,NY,36047040300,2017
193429,New York,BRFSS,5.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,84,NY,36047001100,2017
193433,New York,BRFSS,12.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6499,NY,36005021800,2017
193436,New York,BRFSS,14.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5094,NY,36047079000,2017
193446,New York,BRFSS,11.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3028,NY,36047027400,2017
193448,New York,BRFSS,9.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3407,NY,36047076800,2017
193450,New York,BRFSS,10.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4090,NY,36081018101,2017
193451,New York,BRFSS,12.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5805,NY,36047009400,2017
193452,New York,BRFSS,9.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1360,NY,36081145101,2017
193460,New York,BRFSS,5.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3487,NY,36047014300,2017
193474,New York,BRFSS,14.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4597,NY,36047035100,2017
193478,New York,BRFSS,12.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3278,NY,36081016600,2017
193479,New York,BRFSS,14.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2932,NY,36047044900,2017
193482,New York,BRFSS,14.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6427,NY,36061022400,2017
193485,New York,BRFSS,8.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,7351,NY,36061010601,2017
193487,New York,BRFSS,5.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5401,NY,36061005900,2017
193496,New York,BRFSS,12.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5696,NY,36005033000,2017
193502,New York,BRFSS,8.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3106,NY,36061003002,2017
193521,New York,BRFSS,4.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3346,NY,36061015802,2017
193526,New York,BRFSS,10.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1797,NY,36081002000,2017
193531,New York,BRFSS,13.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4080,NY,36047050801,2017
193532,New York,BRFSS,8.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4935,NY,36005026400,2017
193552,New York,BRFSS,7.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5340,NY,36081005300,2017
193556,New York,BRFSS,10.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1556,NY,36005022703,2017
193571,New York,BRFSS,8.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3633,NY,36081018502,2017
193575,New York,BRFSS,4.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6338,NY,36061008700,2017
193579,New York,BRFSS,8.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5370,NY,36061022000,2017
193592,New York,BRFSS,12.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3508,NY,36047031900,2017
193593,New York,BRFSS,12.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1250,NY,36085032300,2017
193595,New York,BRFSS,12.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3829,NY,36047043900,2017
193598,New York,BRFSS,13.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3624,NY,36047017900,2017
193601,New York,BRFSS,5.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6564,NY,36061016700,2017
193614,New York,BRFSS,3.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,8651,NY,36061004000,2017
193640,New York,BRFSS,13.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3760,NY,36081047200,2017
193648,New York,BRFSS,8.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3114,NY,36081053100,2017
193651,New York,BRFSS,14.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3918,NY,36081040400,2017
193652,New York,BRFSS,15.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5466,NY,36005008700,2017
193660,New York,BRFSS,17.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4581,NY,36047090600,2017
193665,New York,BRFSS,5.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,155,NY,36061009600,2017
193676,New York,BRFSS,9.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6428,NY,36085011202,2017
193691,New York,BRFSS,12.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3016,NY,36005040400,2017
193703,New York,BRFSS,9.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3296,NY,36081058700,2017
193705,New York,BRFSS,15.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6558,NY,36061019400,2017
193707,New York,BRFSS,13.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1929,NY,36047083600,2017
193716,New York,BRFSS,10.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1592,NY,36081003900,2017
193720,New York,BRFSS,14.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3341,NY,36005023501,2017
193739,New York,BRFSS,9.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5630,NY,36047042900,2017
193740,New York,BRFSS,9.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1388,NY,36081003100,2017
193744,New York,BRFSS,9.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,7337,NY,36081088400,2017
193753,New York,BRFSS,5.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2582,NY,36047050300,2017
193758,New York,BRFSS,9.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4520,NY,36047033100,2017
193766,New York,BRFSS,11.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3679,NY,36081133300,2017
193788,New York,BRFSS,4.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4638,NY,36047016700,2017
193789,New York,BRFSS,13.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2655,NY,36047072200,2017
193798,New York,BRFSS,12.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2782,NY,36061001402,2017
193800,New York,BRFSS,7.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4462,NY,36061014200,2017
193802,New York,BRFSS,4.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5055,NY,36061005000,2017
193803,New York,BRFSS,4.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2510,NY,36047048500,2017
193824,New York,BRFSS,12.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1736,NY,36005034400,2017
193833,New York,BRFSS,9.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2886,NY,36047047000,2017
193839,New York,BRFSS,13.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3202,NY,36047094401,2017
193848,New York,BRFSS,7.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2189,NY,36047064600,2017
193850,New York,BRFSS,12.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2549,NY,36081079000,2017
193853,New York,BRFSS,16.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6023,NY,36061021900,2017
193859,New York,BRFSS,13.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1831,NY,36081050400,2017
193863,New York,BRFSS,3.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4274,NY,36061014601,2017
193876,New York,BRFSS,12.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4412,NY,36061021200,2017
193887,New York,BRFSS,4.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3008,NY,36047004300,2017
193908,New York,BRFSS,17.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6127,NY,36005004100,2017
193913,New York,BRFSS,11.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4782,NY,36047019000,2017
193921,New York,BRFSS,5.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3702,NY,36005039700,2017
193928,New York,BRFSS,14.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5685,NY,36047035900,2017
193934,New York,BRFSS,8.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1706,NY,36081066900,2017
193943,New York,BRFSS,6.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4249,NY,36047057500,2017
193947,New York,BRFSS,3.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4319,NY,36061007400,2017
193948,New York,BRFSS,8.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3336,NY,36047044400,2017
193950,New York,BRFSS,12.7,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3386,NY,36047080600,2017
193958,New York,BRFSS,6.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,105,NY,36085022800,2017
193959,New York,BRFSS,13.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2579,NY,36047029900,2017
193978,New York,BRFSS,13.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6194,NY,36081021400,2017
193985,New York,BRFSS,11.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1914,NY,36061019800,2017
193986,New York,BRFSS,14.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5853,NY,36005005400,2017
194005,New York,BRFSS,10.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6507,NY,36081099100,2017
194010,New York,BRFSS,12.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1764,NY,36005024700,2017
194015,New York,BRFSS,15.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3204,NY,36047087000,2017
194027,New York,BRFSS,9.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2746,NY,36081062100,2017
194037,New York,BRFSS,15.6,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6911,NY,36005017500,2017
194050,New York,BRFSS,15.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6418,NY,36047049100,2017
194064,New York,BRFSS,19.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2248,NY,36047034000,2017
194069,New York,BRFSS,6.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,992,NY,36061011201,2017
194070,New York,BRFSS,10.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2702,NY,36085024700,2017
194080,New York,BRFSS,7.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2357,NY,36005033700,2017
194081,New York,BRFSS,12.1,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6811,NY,36061023700,2017
194084,New York,BRFSS,9.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1524,NY,36005031200,2017
194093,New York,BRFSS,9.4,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,4035,NY,36061028700,2017
194105,New York,BRFSS,11.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3365,NY,36047058000,2017
194107,New York,BRFSS,14.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3106,NY,36047029300,2017
194120,New York,BRFSS,12.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1304,NY,36005030100,2017
194122,New York,BRFSS,11.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1964,NY,36047067400,2017
194125,New York,BRFSS,7.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3663,NY,36047006600,2017
194128,New York,BRFSS,8.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,1434,NY,36061001001,2017
194130,New York,BRFSS,12.0,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6808,NY,36081038100,2017
194133,New York,BRFSS,10.3,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,5161,NY,36081071701,2017
194139,New York,BRFSS,13.8,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,2547,NY,36047093000,2017
194149,New York,BRFSS,10.2,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,6527,NY,36061023300,2017
194152,New York,BRFSS,15.9,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3422,NY,36047078800,2017
194156,New York,BRFSS,6.5,Crude prevalence,%,Census Tract,Diagnosed diabetes among adults aged >=18 Years,DIABETES,3863,NY,36085004700,2017
