,CityName,DataSource,Data_Value,Data_Value_Type,Data_Value_Unit,GeographicLevel,Measure,MeasureId,PopulationCount,StateAbbr,TractFIPS,Year
202065,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2358,NY,36081011200,2017
202067,New York,BRFSS,3.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5253,NY,36005023703,2017
202068,New York,BRFSS,1.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3301,NY,36047006700,2017
202070,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5598,NY,36081037600,2017
202073,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3238,NY,36047024400,2017
202074,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6387,NY,36005042600,2017
202084,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4942,NY,36081024500,2017
202089,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2303,NY,36081055400,2017
202102,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4551,NY,36047081800,2017
202110,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2831,NY,36081001600,2017
202114,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6270,NY,36061012800,2017
202130,New York,BRFSS,4.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4035,NY,36047121000,2017
202133,New York,BRFSS,1.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5055,NY,36061005000,2017
202145,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6535,NY,36085013800,2017
202157,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3649,NY,36047026000,2017
202172,New York,BRFSS,2.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4169,NY,36081005900,2017
202183,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2530,NY,36005025200,2017
202184,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6401,NY,36081152901,2017
202186,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6606,NY,36081137700,2017
202187,New York,BRFSS,4.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4573,NY,36005039400,2017
202192,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1521,NY,36081052000,2017
202211,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4169,NY,36047008000,2017
202229,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3876,NY,36061025700,2017
202235,New York,BRFSS,3.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2656,NY,36047092400,2017
202236,New York,BRFSS,4.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5415,NY,36005021302,2017
202247,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4520,NY,36047033100,2017
202249,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4216,NY,36047055400,2017
202276,New York,BRFSS,2.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,7066,NY,36061014802,2017
202287,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1579,NY,36081063000,2017
202291,New York,BRFSS,4.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6019,NY,36005036100,2017
202292,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2223,NY,36081018402,2017
202293,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1949,NY,36047030800,2017
202307,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1852,NY,36047045400,2017
202334,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3608,NY,36047085600,2017
202335,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5481,NY,36047048400,2017
202346,New York,BRFSS,1.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5145,NY,36061004200,2017
202349,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3823,NY,36047024900,2017
202356,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2838,NY,36081014202,2017
202371,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6369,NY,36085030302,2017
202385,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4135,NY,36047042600,2017
202390,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1745,NY,36081013000,2017
202391,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3572,NY,36085020100,2017
202397,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3344,NY,36047029700,2017
202398,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,10266,NY,36081088901,2017
202405,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3920,NY,36047042100,2017
202415,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3947,NY,36081041100,2017
202425,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2662,NY,36081058100,2017
202429,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4917,NY,36047026100,2017
202439,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3679,NY,36081133300,2017
202447,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3193,NY,36081077907,2017
202448,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1515,NY,36081073100,2017
202463,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,10820,NY,36061017500,2017
202486,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,7388,NY,36085017008,2017
202487,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2684,NY,36081016800,2017
202498,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3083,NY,36047118202,2017
202501,New York,BRFSS,2.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,8108,NY,36061016900,2017
202503,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4120,NY,36047037100,2017
202530,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2443,NY,36081107201,2017
202535,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1410,NY,36081050201,2017
202544,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3089,NY,36081046100,2017
202554,New York,BRFSS,3.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2969,NY,36047047400,2017
202556,New York,BRFSS,3.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,10290,NY,36061000800,2017
202557,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1922,NY,36047102000,2017
202571,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3633,NY,36061012200,2017
202576,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3554,NY,36047032300,2017
202578,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3148,NY,36081063700,2017
202595,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6382,NY,36005038100,2017
202596,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4163,NY,36047050500,2017
202606,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1556,NY,36005022703,2017
202607,New York,BRFSS,2.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1579,NY,36081013700,2017
202617,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1755,NY,36047072400,2017
202634,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4970,NY,36081083800,2017
202639,New York,BRFSS,1.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4790,NY,36081000700,2017
202643,New York,BRFSS,1.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4135,NY,36047015700,2017
202644,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4092,NY,36061008300,2017
202652,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5113,NY,36047043100,2017
202653,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3911,NY,36081069702,2017
202655,New York,BRFSS,4.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6427,NY,36061022400,2017
202659,New York,BRFSS,3.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2998,NY,36047114600,2017
202685,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2161,NY,36081042400,2017
202687,New York,BRFSS,1.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,7614,NY,36061006800,2017
202692,New York,BRFSS,3.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3053,NY,36047111800,2017
202693,New York,BRFSS,2.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3474,NY,36047050000,2017
202707,New York,BRFSS,3.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4814,NY,36047028600,2017
202708,New York,BRFSS,1.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3364,NY,36061011700,2017
202712,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2539,NY,36081020800,2017
202715,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,10330,NY,36061021100,2017
202729,New York,BRFSS,1.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2173,NY,36061026700,2017
202743,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2244,NY,36081017400,2017
202746,New York,BRFSS,3.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3575,NY,36047053700,2017
202754,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6232,NY,36081028700,2017
202757,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,7992,NY,36081030902,2017
202762,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4090,NY,36081018101,2017
202765,New York,BRFSS,2.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2289,NY,36081009500,2017
202784,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4864,NY,36061022700,2017
202799,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5764,NY,36081085300,2017
202800,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,9009,NY,36061019300,2017
202812,New York,BRFSS,1.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1992,NY,36061010000,2017
202815,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2481,NY,36047043800,2017
202833,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1675,NY,36081053200,2017
202835,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4297,NY,36081161700,2017
202840,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3268,NY,36081034700,2017
202867,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2298,NY,36061015602,2017
202870,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,73,NY,36081128300,2017
202883,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,7114,NY,36061002800,2017
202885,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,8660,NY,36061001800,2017
202887,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3306,NY,36047022800,2017
202890,New York,BRFSS,4.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3484,NY,36047111600,2017
202893,New York,BRFSS,3.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5696,NY,36005033000,2017
202895,New York,BRFSS,3.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1742,NY,36047087600,2017
202913,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5153,NY,36085010500,2017
202922,New York,BRFSS,3.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4028,NY,36047051602,2017
202930,New York,BRFSS,2.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4678,NY,36081075701,2017
202936,New York,BRFSS,4.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1631,NY,36005012102,2017
202954,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,914,NY,36081140901,2017
202955,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1912,NY,36005025700,2017
202972,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2504,NY,36085002001,2017
202988,New York,BRFSS,3.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2543,NY,36047116000,2017
202989,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3789,NY,36081093401,2017
203005,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2632,NY,36081099705,2017
203020,New York,BRFSS,3.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4597,NY,36047035100,2017
203021,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2265,NY,36081014800,2017
203044,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6300,NY,36085019800,2017
203048,New York,BRFSS,3.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3236,NY,36081044400,2017
203057,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4591,NY,36061020800,2017
203060,New York,BRFSS,3.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1056,NY,36081060000,2017
203085,New York,BRFSS,3.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1413,NY,36081060800,2017
203097,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5583,NY,36085000800,2017
203098,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1141,NY,36005016400,2017
203099,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2519,NY,36047058600,2017
203137,New York,BRFSS,1.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3828,NY,36047013100,2017
203154,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4180,NY,36047027500,2017
203155,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2282,NY,36047039000,2017
203158,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2601,NY,36081066300,2017
203161,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3427,NY,36081010600,2017
203163,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5294,NY,36081047800,2017
203175,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5722,NY,36081028100,2017
203198,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2911,NY,36005026601,2017
203203,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2077,NY,36081002200,2017
203228,New York,BRFSS,2.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2145,NY,36081015300,2017
203232,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6839,NY,36005021002,2017
203233,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4700,NY,36081094202,2017
203239,New York,BRFSS,3.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1663,NY,36005025600,2017
203241,New York,BRFSS,2.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3207,NY,36047008800,2017
203242,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4397,NY,36005040501,2017
203245,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2197,NY,36085003900,2017
203257,New York,BRFSS,1.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5677,NY,36061031704,2017
203263,New York,BRFSS,4.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3341,NY,36005023501,2017
203264,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2931,NY,36005041100,2017
203276,New York,BRFSS,3.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,6127,NY,36061016400,2017
203281,New York,BRFSS,3.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3574,NY,36047060800,2017
203282,New York,BRFSS,3.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3667,NY,36005009000,2017
203295,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2280,NY,36081079200,2017
203296,New York,BRFSS,1.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2257,NY,36061005502,2017
203297,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1628,NY,36047093600,2017
203313,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3865,NY,36061020102,2017
203314,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3878,NY,36005044400,2017
203329,New York,BRFSS,3.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3609,NY,36047041700,2017
203332,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2483,NY,36081070900,2017
203337,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2253,NY,36047011800,2017
203355,New York,BRFSS,2.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1599,NY,36047064000,2017
203356,New York,BRFSS,3.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5318,NY,36005037300,2017
203361,New York,BRFSS,3.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2523,NY,36085017300,2017
203362,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1761,NY,36047028000,2017
203384,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2516,NY,36047004900,2017
203388,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4574,NY,36081056700,2017
203411,New York,BRFSS,3.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3546,NY,36047089600,2017
203426,New York,BRFSS,3.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4544,NY,36047031400,2017
203431,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2362,NY,36081036800,2017
203438,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5643,NY,36047044100,2017
203441,New York,BRFSS,2.5,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,5323,NY,36085020804,2017
203442,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1314,NY,36047056800,2017
203445,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1304,NY,36081059600,2017
203456,New York,BRFSS,1.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2189,NY,36061002202,2017
203458,New York,BRFSS,2.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2953,NY,36085029102,2017
203466,New York,BRFSS,2.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,12444,NY,36061013800,2017
203488,New York,BRFSS,3.4,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,14934,NY,36061024500,2017
203491,New York,BRFSS,2.1,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2991,NY,36047016300,2017
203495,New York,BRFSS,4.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,3058,NY,36061000201,2017
203500,New York,BRFSS,3.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1236,NY,36081018800,2017
203506,New York,BRFSS,2.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,4105,NY,36047033700,2017
203508,New York,BRFSS,1.7,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,9237,NY,36061003800,2017
203516,New York,BRFSS,2.6,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,7275,NY,36061015200,2017
203523,New York,BRFSS,3.0,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1803,NY,36047046202,2017
203543,New York,BRFSS,2.8,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2063,NY,36081052500,2017
203559,New York,BRFSS,2.9,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,8726,NY,36081027100,2017
203576,New York,BRFSS,3.2,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,1900,NY,36047120200,2017
203587,New York,BRFSS,2.3,Crude prevalence,%,Census Tract,Chronic kidney disease among adults aged >=18 Years,KIDNEY,2102,NY,36081112300,2017
