,CityName,DataSource,Data_Value,Data_Value_Type,Data_Value_Unit,GeographicLevel,Measure,MeasureId,PopulationCount,StateAbbr,TractFIPS,Year
55782,Louisville,BRFSS,16.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4180,KY,21111012410,2016
55785,Lafayette,BRFSS,11.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5341,LA,22055001406,2016
55806,Baton Rouge,BRFSS,18.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4111,LA,22033002802,2016
55841,Wichita,BRFSS,16.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4042,KS,20173008300,2016
55852,Lexington,BRFSS,14.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2703,KY,21067003300,2016
55853,Louisville,BRFSS,28.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1859,KY,21111003700,2016
55865,Lexington,BRFSS,8.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3916,KY,21067004209,2016
55901,Wichita,BRFSS,23.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3694,KS,20173007000,2016
55910,Lake Charles,BRFSS,33.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3861,LA,22019001600,2016
55913,Wichita,BRFSS,8.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1463,KS,20173010110,2016
55915,Louisville,BRFSS,28.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3373,KY,21111001100,2016
55964,Wichita,BRFSS,16.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3558,KS,20173008600,2016
55978,Louisville,BRFSS,12.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,328,KY,21111011112,2016
55980,Wichita,BRFSS,25.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4959,KS,20173005100,2016
56001,Baton Rouge,BRFSS,9.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6230,LA,22033003703,2016
56056,Louisville,BRFSS,31.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2699,KY,21111006200,2016
56126,Louisville,BRFSS,7.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4975,KY,21111010307,2016
56141,Kenner,BRFSS,33.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1191,LA,22051020700,2016
56162,Lake Charles,BRFSS,8.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4729,LA,22019001904,2016
56173,Lexington,BRFSS,7.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4160,KY,21067003906,2016
56197,Louisville,BRFSS,13.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5654,KY,21111011506,2016
56221,Lafayette,BRFSS,9.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,526,LA,22055001402,2016
56226,Wichita,BRFSS,21.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2350,KS,20173006700,2016
56312,Louisville,BRFSS,22.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2841,KY,21111012001,2016
56386,Louisville,BRFSS,21.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2870,KY,21111011713,2016
56438,Wichita,BRFSS,39.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3200,KS,20173000700,2016
56470,Louisville,BRFSS,7.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4749,KY,21111010316,2016
56475,Wichita,BRFSS,30.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3154,KS,20173006200,2016
56490,Lafayette,BRFSS,15.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4016,LA,22055001003,2016
56496,Lexington,BRFSS,9.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4004,KY,21067003704,2016
56533,Lexington,BRFSS,34.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2310,KY,21067001300,2016
56538,Baton Rouge,BRFSS,10.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5930,LA,22033003907,2016
56609,Lexington,BRFSS,24.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2623,KY,21067001800,2016
56642,Wichita,BRFSS,10.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4812,KS,20173009513,2016
56676,Lexington,BRFSS,10.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2787,KY,21067003918,2016
56754,Louisville,BRFSS,22.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1017,KY,21111012601,2016
56815,Louisville,BRFSS,17.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3111,KY,21111008100,2016
56818,Lafayette,BRFSS,9.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5287,LA,22055001500,2016
56873,Wichita,BRFSS,11.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4374,KS,20173009504,2016
56912,Lafayette,BRFSS,30.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2257,LA,22055000200,2016
56913,Baton Rouge,BRFSS,33.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3527,LA,22033001000,2016
56920,Wichita,BRFSS,19.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5017,KS,20173007102,2016
56994,Louisville,BRFSS,14.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1068,KY,21111011106,2016
57032,Lake Charles,BRFSS,12.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3163,LA,22019000500,2016
57057,Wichita,BRFSS,21.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2979,KS,20173002900,2016
57060,Lexington,BRFSS,25.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2888,KY,21067003101,2016
57067,Louisville,BRFSS,7.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3945,KY,21111008700,2016
57098,Kenner,BRFSS,11.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3035,LA,22051020515,2016
57100,Wichita,BRFSS,12.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5847,KS,20173009301,2016
57123,Louisville,BRFSS,12.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,271,KY,21111010006,2016
57197,Louisville,BRFSS,26.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3390,KY,21111011404,2016
57205,Wichita,BRFSS,8.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,696,KS,20173010116,2016
57251,Louisville,BRFSS,23.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2985,KY,21111009105,2016
57324,Louisville,BRFSS,27.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4002,KY,21111012104,2016
57433,Lexington,BRFSS,6.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2564,KY,21067003915,2016
57449,Louisville,BRFSS,11.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1595,KY,21111011110,2016
57478,Lake Charles,BRFSS,17.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4049,LA,22019000900,2016
57509,Louisville,BRFSS,18.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3331,KY,21111012301,2016
57513,Lexington,BRFSS,19.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1537,KY,21067003201,2016
57537,Lafayette,BRFSS,11.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,686,LA,22055001411,2016
57542,Lafayette,BRFSS,35.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3015,LA,22055000800,2016
57572,Louisville,BRFSS,9.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2923,KY,21111008400,2016
57599,Louisville,BRFSS,15.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,7683,KY,21111012106,2016
57612,Baton Rouge,BRFSS,17.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2555,LA,22033001800,2016
57623,Louisville,BRFSS,33.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1653,KY,21111005000,2016
57637,Baton Rouge,BRFSS,29.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2433,LA,22033000701,2016
57650,Louisville,BRFSS,14.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2099,KY,21111007000,2016
57670,Louisville,BRFSS,17.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4013,KY,21111011509,2016
57710,Louisville,BRFSS,6.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3488,KY,21111010317,2016
57713,Lexington,BRFSS,26.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2600,KY,21067001600,2016
57723,Lexington,BRFSS,12.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3896,KY,21067002800,2016
57761,Lafayette,BRFSS,15.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4277,LA,22055001802,2016
57778,Wichita,BRFSS,11.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3554,KS,20173007302,2016
57782,Wichita,BRFSS,28.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1852,KS,20173003700,2016
57804,Lexington,BRFSS,5.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1938,KY,21067002304,2016
57852,Louisville,BRFSS,22.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5490,KY,21111011200,2016
57944,Wichita,BRFSS,22.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6491,KS,20173009100,2016
57965,Lexington,BRFSS,16.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4372,KY,21067004104,2016
57993,Lexington,BRFSS,8.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6628,KY,21067004205,2016
58016,Louisville,BRFSS,45.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2469,KY,21111002100,2016
58063,Lexington,BRFSS,37.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5803,KY,21067002001,2016
58068,Louisville,BRFSS,11.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2166,KY,21111010405,2016
58073,Wichita,BRFSS,25.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4691,KS,20173006000,2016
58103,Baton Rouge,BRFSS,14.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6857,LA,22033003506,2016
58152,Lafayette,BRFSS,14.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6329,LA,22055002200,2016
58155,Lexington,BRFSS,17.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3427,KY,21067003504,2016
58157,Lexington,BRFSS,11.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3284,KY,21067000500,2016
58170,Lexington,BRFSS,11.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5230,KY,21067004003,2016
58180,Louisville,BRFSS,31.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2099,KY,21111000900,2016
58200,Wichita,BRFSS,13.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4067,KS,20173007600,2016
58250,Lake Charles,BRFSS,37.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1511,LA,22019000200,2016
58264,Wichita,BRFSS,21.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2024,KS,20173003500,2016
58266,Baton Rouge,BRFSS,8.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2677,LA,22033003908,2016
58387,Wichita,BRFSS,38.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2243,KS,20173001800,2016
58445,Lexington,BRFSS,24.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1821,KY,21067003910,2016
58466,Wichita,BRFSS,10.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3437,KS,20173009509,2016
58484,Lake Charles,BRFSS,31.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3077,LA,22019001202,2016
58507,Louisville,BRFSS,8.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4458,KY,21111008900,2016
58519,Lafayette,BRFSS,15.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4269,LA,22055000602,2016
58522,Louisville,BRFSS,21.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2584,KY,21111011904,2016
58620,Louisville,BRFSS,25.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4281,KY,21111005600,2016
58649,Louisville,BRFSS,37.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2878,KY,21111006500,2016
58824,Lexington,BRFSS,41.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4724,KY,21067001100,2016
58833,Louisville,BRFSS,12.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5993,KY,21111011711,2016
58862,Kenner,BRFSS,12.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,7443,LA,22051020508,2016
58864,Baton Rouge,BRFSS,32.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3082,LA,22033000400,2016
58950,Louisville,BRFSS,6.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,57,KY,21111010312,2016
58961,Louisville,BRFSS,28.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3576,KY,21111012701,2016
59092,Louisville,BRFSS,33.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3072,KY,21111001500,2016
59165,Louisville,BRFSS,9.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2213,KY,21111010702,2016
59199,Baton Rouge,BRFSS,22.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6435,LA,22033003604,2016
59236,Lexington,BRFSS,14.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5940,KY,21067003405,2016
59253,Baton Rouge,BRFSS,6.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4673,LA,22033004900,2016
59277,Louisville,BRFSS,11.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2969,KY,21111011517,2016
59290,Lexington,BRFSS,27.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3487,KY,21067000802,2016
59336,Wichita,BRFSS,8.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2798,KS,20173010106,2016
59350,Louisville,BRFSS,28.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4531,KY,21111000400,2016
59440,Kenner,BRFSS,8.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3776,LA,22051020514,2016
59470,Wichita,BRFSS,17.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3054,KS,20173000200,2016
59532,Lexington,BRFSS,31.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6131,KY,21067003804,2016
59542,Wichita,BRFSS,9.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2037,KS,20173002200,2016
59555,Louisville,BRFSS,12.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4387,KY,21111011508,2016
59574,Wichita,BRFSS,22.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,861,KS,20173006600,2016
59590,Louisville,BRFSS,20.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4978,KY,21111009106,2016
59602,Lafayette,BRFSS,8.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5745,LA,22055001401,2016
59614,Louisville,BRFSS,16.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6653,KY,21111012411,2016
59792,Louisville,BRFSS,34.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1803,KY,21111004000,2016
59793,Baton Rouge,BRFSS,12.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3515,LA,22033001600,2016
59808,Wichita,BRFSS,21.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2229,KS,20173007101,2016
59829,Lafayette,BRFSS,31.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4510,LA,22055001300,2016
59884,Louisville,BRFSS,12.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3932,KY,21111011111,2016
59964,Louisville,BRFSS,32.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4676,KY,21111005900,2016
59974,Louisville,BRFSS,7.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2665,KY,21111010102,2016
60042,Kenner,BRFSS,17.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2425,LA,22051021000,2016
60054,Lafayette,BRFSS,14.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,239,LA,22055001905,2016
60079,Wichita,BRFSS,11.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2344,KS,20173010802,2016
60112,Wichita,BRFSS,39.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2136,KS,20173000800,2016
60117,Baton Rouge,BRFSS,23.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2234,LA,22033004201,2016
60119,Wichita,BRFSS,26.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2990,KS,20173001500,2016
60129,Lexington,BRFSS,26.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3563,KY,21067000200,2016
60161,Lake Charles,BRFSS,20.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2105,LA,22019000100,2016
60174,Baton Rouge,BRFSS,30.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3076,LA,22033005300,2016
60212,Louisville,BRFSS,25.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5891,KY,21111012002,2016
60256,Wichita,BRFSS,8.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,9897,KS,20173009503,2016
60289,Louisville,BRFSS,14.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3690,KY,21111011706,2016
60337,Lafayette,BRFSS,28.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3351,LA,22055000100,2016
60354,Louisville,BRFSS,37.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2540,KY,21111001000,2016
60484,Baton Rouge,BRFSS,9.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5873,LA,22033003801,2016
60585,Louisville,BRFSS,7.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,381,KY,21111010001,2016
60594,Lexington,BRFSS,18.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6308,KY,21067004001,2016
60606,Louisville,BRFSS,27.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5804,KY,21111011405,2016
60708,Louisville,BRFSS,7.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1808,KY,21111007900,2016
60709,Wichita,BRFSS,19.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3082,KS,20173003600,2016
60734,Lafayette,BRFSS,13.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6247,LA,22055001405,2016
60805,Louisville,BRFSS,8.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2323,KY,21111007502,2016
60810,Wichita,BRFSS,12.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4088,KS,20173007201,2016
60854,Baton Rouge,BRFSS,23.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3388,LA,22033001102,2016
60882,Wichita,BRFSS,22.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4136,KS,20173008700,2016
60924,Lexington,BRFSS,16.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2538,KY,21067003102,2016
60926,Louisville,BRFSS,15.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4409,KY,21111012204,2016
60929,Wichita,BRFSS,20.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4436,KS,20173004300,2016
60966,Louisville,BRFSS,8.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2617,KY,21111010403,2016
61040,Lexington,BRFSS,6.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1900,KY,21067004005,2016
61107,Wichita,BRFSS,6.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6943,KS,20173010115,2016
61180,Louisville,BRFSS,34.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1872,KY,21111002800,2016
61205,Louisville,BRFSS,17.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4557,KY,21111012105,2016
61215,Baton Rouge,BRFSS,8.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3916,LA,22033002602,2016
61223,Baton Rouge,BRFSS,17.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,120,LA,22033003201,2016
61246,Lexington,BRFSS,8.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4207,KY,21067004210,2016
61247,Wichita,BRFSS,23.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6401,KS,20173008200,2016
61253,Wichita,BRFSS,20.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4738,KS,20173005600,2016
61299,Lake Charles,BRFSS,16.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,592,LA,22019001700,2016
61376,Lexington,BRFSS,9.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5119,KY,21067003703,2016
61405,Louisville,BRFSS,18.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6178,KY,21111011004,2016
61429,Wichita,BRFSS,10.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4311,KS,20173009512,2016
61433,Lake Charles,BRFSS,34.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6626,LA,22019000600,2016
61434,Wichita,BRFSS,17.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3095,KS,20173002800,2016
61442,Baton Rouge,BRFSS,9.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3146,LA,22033003906,2016
61467,Wichita,BRFSS,27.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2276,KS,20173003000,2016
61488,Louisville,BRFSS,29.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2178,KY,21111004302,2016
61527,Louisville,BRFSS,8.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,843,KY,21111010007,2016
61530,Louisville,BRFSS,16.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2220,KY,21111006900,2016
61571,Lexington,BRFSS,6.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3855,KY,21067004207,2016
61572,Wichita,BRFSS,29.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2582,KS,20173007500,2016
61681,Lake Charles,BRFSS,37.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1836,LA,22019000300,2016
61690,Wichita,BRFSS,30.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2291,KS,20173003100,2016
61701,Wichita,BRFSS,9.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,7326,KS,20173009511,2016
