,year,org_id,loan_amt,entity_structure,structure_edit,total_proj_cost,loan_pct,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_2,activity_3,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt,
343,2012,1664,0,,,0,#DIV/0!,TRF,Not Applicable,,Grocery,RETAIL,,Grocery Store,Grocery Store,,-90.07333,29.95381,1010 COMMON ST,STE 2500,NEW ORLEANS,LA,70112,,22071005800,"1010 COMMON ST,NEW ORLEANS,LA,70112","1010 Common, 1010, Common Street, Vieux Carre Historic District, Storyville, New Orleans, Orleans Parish, Louisiana, 70130, United States of America","(29.953674, -90.07369935, 0.0)",29.953674,-90.07369935,0,
344,2012,6794,90000,FORPROFIT,Forprofit,190000,0.47,OTHER,PolicyMap LSA,,grocery retailer/wholesaler,RETAIL,,Grocery Store,Grocery Store,,,,,,,SC,,,45013000700,"Beaufort County,South Carolina,","Beaufort County, South Carolina, United States of America","(32.3850708, -80.6923169, 0.0)",32.3850708,-80.6923169,0,
346,2012,318,1429990,NONPROFIT,Nonprofit,6070010,0.24,ERS,,,Nonprofit grocery store,NONRETAIL,,Grocery Store,Grocery Store,,-75.39787,39.83429,3101 West 9th Street,,Chester,PA,19013,,42045405400,"3101 West 9th Street,Chester,PA,19013","Safinco, 3101, West 9th Street, Trainer, Delaware County, Pennsylvania, 19013, United States of America","(39.8341713, -75.3979497, 0.0)",39.8341713,-75.3979497,0,
347,2012,318,1050000,NONPROFIT,Nonprofit,6450000,0.16,ERS,,,Nonprofit grocery store,NONRETAIL,,Grocery Store,Grocery Store,,-75.39787,39.83429,3101 West 9th Street,,Chester,PA,19013,,42045405400,"3101 West 9th Street,Chester,PA,19013","Safinco, 3101, West 9th Street, Trainer, Delaware County, Pennsylvania, 19013, United States of America","(39.8341713, -75.3979497, 0.0)",39.8341713,-75.3979497,0,
354,2013,457,10473,FORPROFIT,Forprofit,10473,1,ERS,,,vegetqable farm in USDA food desert area,NONRETAIL,,Production,Production and Distribution,,-72.52998,42.40704,1089 North Pleasant Street,,Amherst,MA,1002,,25015820300,"1089 North Pleasant Street,Amherst,MA,1002","1089, North Pleasant Street, Pioneer Valley Cohousing, North Amherst, Amherst, Hampshire County, Massachusetts, 01002, United States of America","(42.407006274236174, -72.5298937217867, 0.0)",42.40700627,-72.52989372,0,
355,2013,457,86000,FORPROFIT,Forprofit,86000,1,ERS,,,cattle farm,NONRETAIL,,Production,Production and Distribution,,-73.13389,42.55739,594 Windsor Road,,Cheshire,MA,1225,,25003923100,"594 Windsor Road,Cheshire,MA,1225","594, Windsor Road, Martin, Arnoldville, Cheshire, Berkshire County, Massachusetts, 01225, United States of America","(42.557221150000004, -73.13336409665663, 0.0)",42.55722115,-73.1333641,0,
359,2013,457,32500,FORPROFIT,Forprofit,32500,1,ERS,,,convenience store,RETAIL,,Corner Store,Corner store,,-72.56771,42.10367,216 Hancock Street,,Springfield,MA,1109,,25013801800,"216 Hancock Street,Springfield,MA,1109",,,42.103943,-72.56776,,
361,2013,2128,1500000,FORPROFIT,Forprofit,18900000,0.08,TRF,,,Healthy Food Hub,RETAIL,,Other,Other,,-90.08576,29.96721,300 N BROAD ST,,NEW ORLEANS,LA,70119,,22071004900,"300 N BROAD ST,NEW ORLEANS,LA,70119","Whole Foods Market, 300, North Broad Street, Faubourg St. John, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96718, -90.0844933, 0.0)",29.96718,-90.0844933,0,
379,2013,151,100000,FORPROFIT,Forprofit,1718000,0.06,ERS,,,Natural food coop,RETAIL,,Grocery Store,Grocery Store,,-147.7174,64.83724,526 Gaffney Road,,Fairbanks,AK,99701,,2090000100,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202,-147.7164322,0,
380,2013,151,100000,FORPROFIT,Forprofit,1718000,0.06,ERS,,,Natural food coop,RETAIL,,Grocery Store,Grocery Store,,-147.7174,64.83724,526 Gaffney Road,,Fairbanks,AK,99701,,2090000100,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202,-147.7164322,0,
381,2013,110,10000,,,10000,1,TRF,,,Green Grocery selling local produce and other products in a food desert.,RETAIL,,Grocery Store,Grocery Store,,,,1577 Westminster Road,,Providence,RI,2909,,44007001000,"1577 Westminster Road,Providence,RI,2909",,,41.816032,-71.435776,,
382,2013,110,175000,,Cooperative,,#DIV/0!,ERS,,,"Refinanced River Valley Market, a retail food co-op in a census tract adjacent to a food desert trac",RETAIL,,Grocery Store,Grocery Store,,,,13 Broad St.,,New London,CT,6320,,9011690500,"13 Broad St.,New London,CT,6320","Fiddleheads Food Cooperative, 13, Broad Street, Williams Memorial Park Historic District, Downtown New London, New London, New London County, Connecticut, 06320, United States of America","(41.355899, -72.0997518, 0.0)",41.355899,-72.0997518,0,
383,2013,110,1250000,,Cooperative,11900000,0.11,TRF,,,Construction of a new Food Co-op Retail outlet in a food desert tract.,RETAIL,,Grocery Store,Grocery Store,,,,100 Watervliet Ave,,Albany,NY,12206,,36001000300,"100 Watervliet Ave,Albany,NY,12206","Honest Weight Food Co-op, 100, Watervliet Avenue, Beverwyck, West Albany, Albany, Albany County, New York, 12206, United States of America","(42.678649199999995, -73.78152309856046, 0.0)",42.6786492,-73.7815231,0,
385,2013,110,950651.5,,Cooperative,950651.5,1,TRF,,,New food desert retail food co-op. Address is new and not in TRF but is LSA (250251101005).,RETAIL,,Grocery Store,Grocery Store,,,,3815 Washington Street,,Jamaica Plain,MA,2130,,25025110103,"3815 Washington Street,Jamaica Plain,MA,2130","3815, Washington Street, Roslindale, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02131, United States of America","(42.29784464013398, -71.11625894878475, 0.0)",42.29784464,-71.11625895,0,
386,2013,110,200000,,Cooperative,200000,1,ERS,,,"Financed the reset of the Good Tern Food Co-op, in a census tract adjacent to a food desert.",RETAIL,,Grocery Store,Grocery Store,,,,750 Main Street,,Rockland,ME,4841,,,"750 Main Street,Rockland,ME,4841","750, Main Street, Blackinton Corners, Rockland, Knox County, Maine, 04841, United States of America","(44.1121433, -69.1067194, 0.0)",44.1121433,-69.1067194,0,
387,2013,110,250000,,Cooperative,10000000,0.03,ERS,,,"Financed the expansion of Brattleboro Food Co-op, in a census tract adjacent to a food desert.",RETAIL,,Grocery Store,Grocery Store,,,,2 Main Street,,Brattleboro,VT,5301,,50025968500,"2 Main Street,Brattleboro,VT,5301","Brattleboro Food Co-Op, 2, Main Street, Fairview Village, Brattleboro, Windham County, Vermont, 05301, United States of America","(42.8504406, -72.55821457219098, 0.0)",42.8504406,-72.55821457,0,
388,2012,828,1800000,NONPROFIT,Nonprofit,7817000,0.23,OTHER,"City of Chicago, DHED: http://llnw.wbez.org/sites/default/files/Final%20Food%20Desert%20Map.pdf",,Fresh produce market and 4 dining venues; emphasis on healthy food and health and wellness education,RETAIL,,Other,Other,,,,300 E. 51st Street,,Chicago,IL,60615,,17031381800,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0,
389,2012,828,75000,NONPROFIT,Nonprofit,112587,0.67,OTHER,"Located in census tract adjacent to USDA low-income, low-access tract",,"Healthy food restaurant, with emphasis on",RETAIL,,Restaurant,Restaurant and Specialty Sales,,,,3506 W. Chicago Ave,,Chicago,IL,60651,,17031231100,"3506 W. Chicago Ave,Chicago,IL,60651","Oooh Wee! Sweet Tea, 3506, West Chicago Avenue, Pacific Junction, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America","(41.8956915, -87.7143237, 0.0)",41.8956915,-87.7143237,0,
393,2013,23,100000,,,170000,0.59,OTHER,Not a food desert,,Start up funds for a MOFGA Certified organic maple syrup operation in Somerset County.,NONRETAIL,,Production,Production and Distribution,,,,2077 MAIN ST,,JACKMAN,ME,4945,,,"2077 MAIN ST,JACKMAN,ME,4945",,,45.620673,-70.24843,,
405,2013,23,50000,,,50000,1,OTHER,Not a food desert,,Funding for the completion of a new vegetable packing building.,NONRETAIL,,Production,Production and Distribution,,,,410 GARLAND RD,,CORINTH,ME,4427,,,"410 GARLAND RD,CORINTH,ME,4427",,,45.01343,-69.07737,,
406,2013,23,100000,,,100000,1,OTHER,Not a food desert,,A working capital loan to a farmer to help the business increase its production of fresh vegetables.,NONRETAIL,,Production,Production and Distribution,,,,410 GARLAND RD,,CORINTH,ME,4427,,,"410 GARLAND RD,CORINTH,ME,4427",,,45.01343,-69.07737,,
411,2013,23,45675,,,106350,0.43,OTHER,Not a food desert,,Start up funds to open a daycare; provider will serve meals with locally sourced foods.,NONRETAIL,,Other,Other,,,,192 LOWER MAIN ST,,FREEPORT,ME,4032,,,"192 LOWER MAIN ST,FREEPORT,ME,4032",,,43.845197,-70.116348,,
412,2013,823,1700000,,,8482000,0.2,ERS,,,"Multi-tenant retail center with 17,678 sf SAL grocery and 23,032 sf Blast Fitness.",RETAIL,,Grocery Store,Grocery Store,,,,1549 S Jefferson Ave,,St. Louis,MO,63104,,29510123100,"1549 S Jefferson Ave,St. Louis,MO,63104","1549, South Jefferson Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61724986033476, -90.22067150438076, 0.0)",38.61724986,-90.2206715,0,
413,2013,823,250000,,,952500,0.26,ERS,,,To purchase equipment and fund a portion of leasehold improvements,RETAIL,,Other,Other,,,,10700 S Halsted,,Chicago,IL,60628,,17031750100,"10700 S Halsted,Chicago,IL,60628",,,41.698624,-87.642884,,
414,2013,823,712121,,,2312121,0.31,ERS,,,Full service grocery store in commercial real estate space,RETAIL,,Grocery Store,Grocery Store,,,,801 University Ave,,Des Moines,IA,50314,,,"801 University Ave,Des Moines,IA,50314","801, University Avenue, Downtown, Des Moines, Polk County, Iowa, 50314, United States of America","(41.60088261744966, -93.62892197315436, 0.0)",41.60088262,-93.62892197,0,
415,2013,823,700000,,,5600000,0.13,ERS,,,"Project includes a grocery Store, aggregation & distribution Center, and Processing Center.",RETAIL,,Grocery Store,Grocery Store,,,,1500 Lafayette Ave,,St. Louis,MO,63104,,29510123200,"1500 Lafayette Ave,St. Louis,MO,63104","1500, Lafayette Avenue, Peabody-Darst-Webbe, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.613200327621, -90.20853820658395, 0.0)",38.61320033,-90.20853821,0,
416,2013,1985,4720,FORPROFIT,Forprofit,4720,1,OTHER,usda 2012,,healthy and whole foods manufacturer distributor,NONRETAIL,,Distribution,Production and Distribution,,,,1820 Industrial Circle,,Longmont,CO,80501,,,"1820 Industrial Circle,Longmont,CO,80501","1820, Industrial Circle, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.148045651641375, -105.12326882720564, 0.0)",40.14804565,-105.1232688,0,
417,2013,1985,25682,FORPROFIT,Forprofit,25682,1,OTHER,2012 usda,,healthy foods manufacturer distributor,NONRETAIL,,Distribution,Production and Distribution,,,,"1040 5th Avenue, Unit G",,Lyons,CO,80540,,8013013601,"1040 5th Avenue, Unit G,Lyons,CO,80540",,,40.229492,-105.27139,,
418,2013,1985,30845,FORPROFIT,Forprofit,30845,1,OTHER,usda 2012,,whole foods local foods distribution,NONRETAIL,,Distribution,Production and Distribution,,,,8835 West 116th Circle,,Broomfield,CO,80021,,,"8835 West 116th Circle,Broomfield,CO,80021","West 116th Circle, Broomfield, City and County of Broomfield, Colorado, 80021, United States of America","(39.9061023, -105.0965366, 0.0)",39.9061023,-105.0965366,0,
419,2013,1985,51025,FORPROFIT,Forprofit,51025,1,OTHER,USDA Food Atlas 2012,,Restr and retail srvg local produce for immediate consumption; distrib; site vist says access issues,RETAIL,,Restaurant,Restaurant and Specialty Sales,,,,28035 Highway 74,,Evergreen,CO,80439,,,"28035 Highway 74,Evergreen,CO,80439",,,39.63322,-105.318469,,
420,2013,1985,40950,FORPROFIT,Forprofit,40950,1,OTHER,USDA Food Atlas 2012,,Restr srvg local produce for immediate consumption; LA/LI area,NONRETAIL,,Distribution,Production and Distribution,,,,400 East 20th Avenue,,"Denver,",CO,80205,,8031002601,"400 East 20th Avenue,Denver,,CO,80205","400, East 20th Avenue, Clement, Denver, Denver County, Colorado, 80205, United States of America","(39.74739475, -104.98196629779665, 0.0)",39.74739475,-104.9819663,0,
421,2013,1985,5210,FORPROFIT,Forprofit,5210,1,OTHER,USDA Food Atlas 2012,,Restr and retail srvg local produce for immediate consumption; distribution; LA/LI area,RETAIL,,Sale,Restaurant and Specialty Sales,,,,379 Main Street,,Longmont,CO,80501,,,"379 Main Street,Longmont,CO,80501","379, Main Street, Longmont Downtown, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.16529208163265, -105.10262140816326, 0.0)",40.16529208,-105.1026214,0,
422,2013,1985,15400,FORPROFIT,Forprofit,15400,1,OTHER,USDA Food Atlas 2012,,Yogurt manf distrbt?g and retail. Promote consumption. LI/LA adjacent.,RETAIL,,Distribution,Production and Distribution,,,,5604 Kendall Court,,Arvada,CO,80002,,,"5604 Kendall Court,Arvada,CO,80002","5604, Kendall Court, Arvada, Jefferson County, Colorado, 80002, United States of America","(39.79852, -105.06589830612245, 0.0)",39.79852,-105.0658983,0,
423,2013,1985,25535,FORPROFIT,Forprofit,25535,1,OTHER,USDA Food Atlas 2012,,Food truck spec. in local veg and protein; promoting consumption where access is limited.,NONRETAIL,,Mobile Food Market,Mobile Food Market,,,,3760 South Peyton Highway,,"Colorado Springs,",CO,80930,,,"3760 South Peyton Highway,Colorado Springs,,CO,80930","3760, South Peyton Highway, El Paso County, Colorado, 80930, United States of America","(38.776603355469554, -104.46035782402946, 0.0)",38.77660336,-104.4603578,0,
424,2013,1985,20500,FORPROFIT,Forprofit,20500,1,OTHER,USDA Food Atlas 2012,,Food truck spec. in local veg and protein; promoting consumption where access is limited.,NONRETAIL,,Mobile Food Market,Mobile Food Market,,,,"3874 South Fraser Street, Apt. P10",,Aurora,CO,80014,,,"3874 South Fraser Street, Apt. P10,Aurora,CO,80014",,,39.646355,-104.81116,,
425,2013,1985,30825,FORPROFIT,Forprofit,30825,1,OTHER,USDA Food Atlas 2012,,Restr and retail srvg local produce for immediate consumption; distribution; LA/LI area,RETAIL,,Restaurant,Restaurant and Specialty Sales,,,,"1001 East Harmony Road, Unit D",,Fort Collins,CO,80525,,8069000100,"1001 East Harmony Road, Unit D,Fort Collins,CO,80525",,,40.52358,-105.06014,,
426,2013,1985,20635,FORPROFIT,Forprofit,20635,1,OTHER,USDA Food Atlas 2012,,Food truck spec. in local veg and protein; promoting consumption where access is limited.,NONRETAIL,,Mobile Food Market,Mobile Food Market,,,,"1001 Lee Hill Drive, Unit #15B",,Boulder,CO,80302,,8013013701,"1001 Lee Hill Drive, Unit #15B,Boulder,CO,80302",,,40.063602,-105.2955,,
427,2013,1985,5210,FORPROFIT,Forprofit,5210,1,OTHER,USDA Food Atlas 2012,,Restr and retail srvg local produce for immediate consumption; distribution; LA/LI area,RETAIL,,Sale,Restaurant and Specialty Sales,,,,379 Main Street,,Longmont,CO,80501,,,"379 Main Street,Longmont,CO,80501","379, Main Street, Longmont Downtown, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.16529208163265, -105.10262140816326, 0.0)",40.16529208,-105.1026214,0,
428,2013,1985,35804,FORPROFIT,Forprofit,35804,1,OTHER,USDA Food Atlas 2012,,Food truck spec. in local veg and protein; promoting consumption where access is limited.,NONRETAIL,,Mobile Food Market,Mobile Food Market,,,,3760 South Peyton Highway,,Colorado Springs,CO,80930,,,"3760 South Peyton Highway,Colorado Springs,CO,80930","3760, South Peyton Highway, El Paso County, Colorado, 80930, United States of America","(38.776603355469554, -104.46035782402946, 0.0)",38.77660336,-104.4603578,0,
431,2013,308,650000,NONPROFIT,Nonprofit,650000,1,ERS,,,"Financing for Park Street Market, a full-service grocery store.",RETAIL,,Grocery Store,Grocery Store,,,,512 North Park Street,,Kalamazoo,MI,49007,,,"512 North Park Street,Kalamazoo,MI,49007","512, North Park Street, Milwood, Kalamazoo, Kalamazoo County, Michigan, 49007, United States of America","(42.29586456161137, -85.58731222163011, 0.0)",42.29586456,-85.58731222,0,
432,2013,308,1000000,NONPROFIT,Nonprofit,31400000,0.03,ERS,,,Relocation and expansion of the Flint Farmers Market to a new Health and Wellness District.,RETAIL,,Farmers Market,Farmers Market,,,,300 E. First Street,,Flint,MI,48502,,,"300 E. First Street,Flint,MI,48502","Flint Farmers Market, 300, East First Street, East Village Neighborhood, Flint, Genesee County, Michigan, 48502, United States of America","(43.01704795, -83.68702394728251, 0.0)",43.01704795,-83.68702395,0,
433,2013,318,1050000,NONPROFIT,Nonprofit,6855667,0.15,ERS,,,Nonprofit grocery store,RETAIL,,Grocery Store,Grocery Store,,,,3101 West 9th Street,,Chester,PA,19013,,42045405400,"3101 West 9th Street,Chester,PA,19013","Safinco, 3101, West 9th Street, Trainer, Delaware County, Pennsylvania, 19013, United States of America","(39.8341713, -75.3979497, 0.0)",39.8341713,-75.3979497,0,
434,2013,1664,0,,,0,#DIV/0!,TRF,Not Applicable,,Restaurant,RETAIL,,Restaurant,Restaurant and Specialty Sales,,,,617 PIETY ST,,NEW ORLEANS,LA,70117,,22071001200,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0,
435,2013,1664,155000,,,155000,1,TRF,Not Applicable,,Grocery,RETAIL,,Grocery Store,Grocery Store,,,,7212 HAYNE BLVD,,NEW ORLEANS,LA,70126,,22071001724,"7212 HAYNE BLVD,NEW ORLEANS,LA,70126","Hayne Boulevard, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.034601, -90.02184, 0.0)",30.034601,-90.02184,0,
436,2013,1664,345000,,,345000,1,TRF,Not Applicable,,Grocery,RETAIL,,Grocery Store,Grocery Store,,,,7220 HAYNE BLVD,,NEW ORLEANS,LA,70126,,22071001724,"7220 HAYNE BLVD,NEW ORLEANS,LA,70126","Hayne Boulevard, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.034601, -90.02184, 0.0)",30.034601,-90.02184,0,
437,2013,1664,500000,,,500000,1,TRF,Not Applicable,,Grocery,RETAIL,,Grocery Store,Grocery Store,,,,2372 ST CLAUDE AVE,SUITE 110,NEW ORLEANS,LA,70117,,22071001800,"2372 ST CLAUDE AVE,NEW ORLEANS,LA,70117","New Orleans Healing Center, 2372, Saint Claude Avenue, French Market, Faubourg Marigny, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9686492, -90.0524517, 0.0)",29.9686492,-90.0524517,0,
438,2013,1664,69740.5,,,69740.53,1,TRF,Not Applicable,,Restaurant,RETAIL,,Restaurant,Restaurant and Specialty Sales,,,,617 PIETY ST,,NEW ORLEANS,LA,70117,,22071001200,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0,
439,2013,1664,149551.2,,,149551.2,1,TRF,Not Applicable,,Grocery,RETAIL,,Grocery Store,Grocery Store,,,,215 MARINA RD,,CHALMETTE,LA,70043,,22087030204,"215 MARINA RD,CHALMETTE,LA,70043",,,29.97124,-89.94922,,
440,2014,638,335000,FORPROFIT,Forprofit,360000,0.93,ERS,,,Natural Foods Store,RETAIL,,Grocery Store,Grocery Store,,,,336 Ludlow,,Cincinnati,OH,45220,,39061007100,"336 Ludlow,Cincinnati,OH,45220","336, Ludlow Avenue, Clifton Business District, Clifton, Cincinnati, Hamilton County, Ohio, 45220, United States of America","(39.143801714285715, -84.52088714285715, 0.0)",39.14380171,-84.52088714,0,
441,2014,457,86000,FORPROFIT,Forprofit,86000,1,ERS,,,cattle farm,NONRETAIL,,Production,Production and Distribution,,,,594 Windsor Road,,Cheshire,MA,1225,,25003923100,"594 Windsor Road,Cheshire,MA,1225","594, Windsor Road, Martin, Arnoldville, Cheshire, Berkshire County, Massachusetts, 01225, United States of America","(42.557221150000004, -73.13336409665663, 0.0)",42.55722115,-73.1333641,0,
442,2014,457,32500,FORPROFIT,Forprofit,32500,1,ERS,,,small convenience store stocking healthier products,RETAIL,,Corner Store,Corner store,,,,216 Hancock Street,,Springfield,MA,1109,,25013801800,"216 Hancock Street,Springfield,MA,1109",,,42.103943,-72.56776,,
443,2014,457,22500,FORPROFIT,Forprofit,22500,1,ERS,,,on farm energy efficiency project,NONRETAIL,,Production,Production and Distribution,,,,149 Christian Lane,,Whately,MA,1093,,25011040800,"149 Christian Lane,Whately,MA,1093",,,42.446219,-72.607909,,
444,2014,457,20000,FORPROFIT,Forprofit,20000,1,ERS,,,mobile farmers market,RETAIL,,Mobile Food Market,Mobile Food Market,,,,72 River Road,,Whately,MA,1093,,,"72 River Road,Whately,MA,1093",,,42.432121,-72.589403,,
445,2014,457,30000,FORPROFIT,Forprofit,30000,1,ERS,,,finance CSA shares,RETAIL,,Other,Other,,,,72 River Road,,Whately,MA,1093,,,"72 River Road,Whately,MA,1093",,,42.432121,-72.589403,,
446,2014,457,30000,FORPROFIT,Forprofit,30000,1,ERS,,,finance CSA shares,RETAIL,,Other,Other,,,,72 River Road,,Whately,MA,1093,,,"72 River Road,Whately,MA,1093",,,42.432121,-72.589403,,
447,2014,457,450000,FORPROFIT,Cooperative,450000,1,ERS,,,cooperative natural foods grocery,RETAIL,,Grocery Store,Grocery Store,,,,330 North King Street,,Northampton,MA,1060,,25015821601,"330 North King Street,Northampton,MA,1060","River Valley Co-op, 330, North King Street, Laurel Park, Northampton, Hampshire County, Massachusetts, 1060, United States of America","(42.3478298, -72.6433711, 0.0)",42.3478298,-72.6433711,0,
448,2014,457,10473,FORPROFIT,Forprofit,10473,1,ERS,,,vegetable farm in USDA food desert area,RETAIL,,Production,Production and Distribution,,,,1089 North Pleasant Street,,Amherst,MA,1002,,25015820300,"1089 North Pleasant Street,Amherst,MA,1002","1089, North Pleasant Street, Pioneer Valley Cohousing, North Amherst, Amherst, Hampshire County, Massachusetts, 01002, United States of America","(42.407006274236174, -72.5298937217867, 0.0)",42.40700627,-72.52989372,0,
449,2014,151,100000,FORPROFIT,Forprofit,1718000,0.06,ERS,,,Natural food coop,RETAIL,,Grocery Store,Grocery Store,,,,526 Gaffney Road,,Fairbanks,AK,99701,,2090000100,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202,-147.7164322,0,
450,2014,151,126009,FORPROFIT,Forprofit,270000,0.47,ERS,,,Natural food coop,RETAIL,,Grocery Store,Grocery Store,,,,109 W. Baraga Ave.,,Marquette,MI,49855,4728,26103000300,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816,-87.39396524,0,
451,2014,151,100000,FORPROFIT,Forprofit,1718000,0.06,ERS,,,Natural food coop,RETAIL,,Grocery Store,Grocery Store,,,,526 Gaffney Road,,Fairbanks,AK,99701,,2090000100,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202,-147.7164322,0,
452,2014,151,224016,FORPROFIT,Forprofit,480000,0.47,ERS,,,Natural foods coop,RETAIL,,Grocery Store,Grocery Store,,,,109 W. Baraga Ave.,,Marquette,MI,49855,4728,26103000300,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816,-87.39396524,0,
453,2013,1208,350000,OTHER,,5600000,0.06,TRF,,,Grocery store in larger Food Hub project in St. Louis. Local produce from network of 200 farmers.,RETAIL,,Grocery Store,Grocery Store,,,,1935 Park Ave,,St. Louis,MO,63104,,29510122400,"1935 Park Ave,St. Louis,MO,63104","1935, Park Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61730254730442, -90.21258038186039, 0.0)",38.61730255,-90.21258038,0,
454,2013,1208,200000,,,200000,1,ERS,,,Summer food program for children during summer months.,NONRETAIL,,Other,Other,,,,2121 Spar Avenue,,Anchorage,AK,99501,,,"2121 Spar Avenue,Anchorage,AK,99501","2121, Spar Avenue, Wilson Village, Anchorage, Alaska, 99501, United States of America","(61.222550770856714, -149.84239612451333, 0.0)",61.22255077,-149.8423961,0,
455,2013,1208,4000000,FORPROFIT,Forprofit,7972916,0.5,ERS,,,Full renovation of existing building to crate full-service supermarket.,RETAIL,,Grocery Store,Grocery Store,,,,Att: Matthew Wehner,"1307 Washington Ave, Suite 300",St.Louis,MO,63103,,,"Att: Matthew Wehner,St.Louis,MO,63103",,,38.632424,-90.198579,,
456,2013,1208,850000,FORPROFIT,Forprofit,8210512,0.1,ERS,,,Grocery store is one anchor tenant in project to renovate a property vacant for 10 years.,RETAIL,,Grocery Store,Grocery Store,,,,1601 South Jefferson,,St. Louis,MO,63104,,29510123100,"1601 South Jefferson,St. Louis,MO,63104",,,38.616146,-90.221883,,
457,2013,1208,72156.5,,,4051625,0.02,ERS,,,"Renovation for independent grocer. Focus on fresh, local produce with deli items made in-house.",RETAIL,,Sale,Restaurant and Specialty Sales,,,,555 FIVE CITIES DRIVE,,PISMO BEACH,CA,93449,,6079011700,"555 FIVE CITIES DRIVE,PISMO BEACH,CA,93449","California Fresh Market, 555, Five Cities Drive, Pismo Beach, San Luis Obispo County, California, 93449, United States of America","(35.13506065, -120.62386599231839, 0.0)",35.13506065,-120.623866,0,
458,2013,1208,14135.34,,,4051625,0,ERS,,,"Renovation for independent grocer. Focus on fresh, local produce with deli items made in-house.",RETAIL,,Sale,Restaurant and Specialty Sales,,,,555 FIVE CITIES DRIVE,,PISMO BEACH,CA,93449,,6079011700,"555 FIVE CITIES DRIVE,PISMO BEACH,CA,93449","California Fresh Market, 555, Five Cities Drive, Pismo Beach, San Luis Obispo County, California, 93449, United States of America","(35.13506065, -120.62386599231839, 0.0)",35.13506065,-120.623866,0,
459,2014,2128,250000,FORPROFIT,Forprofit,500000,0.5,OTHER,Fresh Zone a NYC designation - http://maps.nyc.gov/doitt/nycitymap,,"250,000 LIIF for SandyRelief to cover expenses and loses due to Superstorm Sandy",RETAIL,,Other,Other,,,,2052 MOTT AVE,,FAR ROCKAWAY,NY,11691,,36081103202,"2052 MOTT AVE,FAR ROCKAWAY,NY,11691","Mott Avenue, Roy Reuther Houses, Far Rockaway, Queens County, New York, 11691, United States of America","(40.606029, -73.758773, 0.0)",40.606029,-73.758773,0,
460,2014,2128,2232000,FORPROFIT,Forprofit,2823698,0.79,OTHER,The Food Trust,,Renovation of existing supermarket,RETAIL,,Grocery Store,Grocery Store,,,,307 Gifford St,,Syracuse,NY,13204,,36067004000,"307 Gifford St,Syracuse,NY,13204","307, Gifford Street, Near Westside, Syracuse, Onondaga County, New York, 13204, United States of America","(43.04332564579455, -76.15911150168577, 0.0)",43.04332565,-76.1591115,0,
